id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
46:19,INTJ,basta,la sedia e basta {ride},,,,,Ind,,Sing,3,,,Pres,Fin
46:20,X,{ride},sedia e basta {ride},,,,,,,,,,,,
47:1,CCONJ,quindi,quindi giusto per essere,,,,,,,,,,,,
47:2,ADV,giusto,quindi giusto per essere sicuro,,,,Masc,,,Sing,,,,,
47:3,ADP,per,quindi giusto per essere sicuro,,,,,,,,,,,,
47:4,VERB,essere,quindi giusto per essere sicuro,,,,,,,,,,,,Inf
47:5,ADJ,sicuro,giusto per essere sicuro,,,,Masc,,,Sing,,,,,
48:1,ADJ,bellissimo,bellissimo,,,Abs,Masc,,,Sing,,,,,
49:1,ADV,qua,qua,,,,,,,,,,,,
50:1,PRON,ci,ci metti quattro secondi,Yes,,,,,,Plur,1,,Prs,,
50:2,VERB,metti,ci metti quattro secondi a,,,,,Ind,,Sing,2,,,Pres,Fin
50:3,NUM,quattro,ci metti quattro secondi a trascrivere,,,,,,Card,,,,,,
50:4,NOUN,secondi,ci metti quattro secondi a trascrivere quella,,,,Masc,,,Plur,,,,,
50:5,ADP,a,metti quattro secondi a trascrivere quella cosa,,,,,,,,,,,,
50:6,VERB,trascrivere,quattro secondi a trascrivere quella cosa {ride},,,,,,,,,,,,Inf
50:7,DET,quella,secondi a trascrivere quella cosa {ride} {ride},,,,Fem,,,Sing,,,Dem,,
50:8,NOUN,cosa,a trascrivere quella cosa {ride} {ride},,,,Fem,,,Sing,,,,,
50:9,X,{ride},trascrivere quella cosa {ride} {ride},,,,,,,,,,,,
50:10,X,{ride},quella cosa {ride} {ride},,,,,,,,,,,,
51:1,CCONJ,ma,ma quanti minuti devono,,,,,,,,,,,,
51:2,ADV,quanti,ma quanti minuti devono essere,,,,,,,,,,Exc,,
51:3,NOUN,minuti,ma quanti minuti devono essere,,,,Masc,,,Plur,,,,,
51:4,AUX,devono,ma quanti minuti devono essere,,,,,Ind,,Plur,3,,,Pres,Fin
51:5,VERB,essere,quanti minuti devono essere,,,,,,,,,,,,Inf
52:1,INTJ,mh,mh quel che capita,,,,,,,,,,,,
52:2,PRON,quel,mh quel che capita l',,,,Masc,,,Sing,,,Dem,,
52:3,PRON,che,mh quel che capita l' altra,,,,,,,,,,Rel,,
52:4,VERB,capita,mh quel che capita l' altra volta,,,,,Ind,,Sing,3,,,Pres,Fin
52:5,DET,l',quel che capita l' altra volta,,Def,,,,,Sing,,,Art,,
52:6,DET,altra,che capita l' altra volta,,,,,,,,,,,,
52:7,NOUN,volta,capita l' altra volta,,,,Fem,,,Sing,,,,,
53:1,NOUN,tipo,tipo ho registrato la,,,,Masc,,,Sing,,,,,
53:2,AUX,ho,tipo ho registrato la mia,,,,,Ind,,Sing,1,,,Pres,Fin
53:3,VERB,registrato,tipo ho registrato la mia coinquilina,,,,Masc,,,Sing,,,,Past,Part
53:4,DET,la,tipo ho registrato la mia coinquilina x,,Def,,Fem,,,Sing,,,Art,,
53:5,DET,mia,ho registrato la mia coinquilina x,,,,Fem,,,Sing,,Yes,Prs,,
53:6,NOUN,coinquilina,registrato la mia coinquilina x,,,,Fem,,,Sing,,,,,
53:7,X,x,la mia coinquilina x,,,,,,,,,,,,
54:1,CCONJ,ma,ma tanto devi fare,,,,,,,,,,,,
54:2,ADV,tanto,ma tanto devi fare duecentocinquanta,,,,,,,,,,,,
54:3,AUX,devi,ma tanto devi fare duecentocinquanta ore,,,,,Ind,,Sing,2,,,Pres,Fin
54:4,VERB,fare,ma tanto devi fare duecentocinquanta ore,,,,,,,,,,,,Inf
54:5,NUM,duecentocinquanta,tanto devi fare duecentocinquanta ore,,,,,,Card,,,,,,
54:6,NOUN,ore,devi fare duecentocinquanta ore,,,,Fem,,,Plur,,,,,
55:1,AUX,puoi,puoi far le anche,,,,,Ind,,Sing,2,,,Pres,Fin
55:2,VERB,far,puoi far le anche di,,,,,,,,,,,,Inf
55:3,PRON,le,puoi far le anche di sessanta,Yes,,,Fem,,,,3,,Prs,,
55:4,ADV,anche,puoi far le anche di sessanta ore,,,,,,,,,,,,
55:5,ADP,di,far le anche di sessanta ore,,,,,,,,,,,,
55:6,NUM,sessanta,le anche di sessanta ore,,,,,,Card,,,,,,
55:7,NOUN,ore,anche di sessanta ore,,,,Fem,,,Plur,,,,,
56:1,X,x,x audio,,,,,,,,,,,,
56:2,NOUN,audio,x audio,,,,Masc,,,,,,,,
57:1,AUX,volete,volete stare in bisca,,,,,Ind,,Plur,2,,,Pres,Fin
57:2,VERB,stare,volete stare in bisca fino,,,,,,,,,,,,Inf
57:3,ADP,in,volete stare in bisca fino a,,,,,,,,,,,,
57:4,NOUN,bisca,volete stare in bisca fino a le,,,,Fem,,,Sing,,,,,
57:5,ADV,fino,stare in bisca fino a le quattro,,,,,,,,,,,,
57:6,ADP,a,in bisca fino a le quattro di,,,,,,,,,,,,
57:7,DET,le,bisca fino a le quattro di il,,Def,,Fem,,,Plur,,,Art,,
57:8,NUM,quattro,fino a le quattro di il mattino,,,,,,Card,,,,,,
57:9,ADP,di,a le quattro di il mattino stanotte,,,,,,,,,,,,
57:10,DET,il,le quattro di il mattino stanotte mh,,Def,,Masc,,,Sing,,,Art,,
57:11,NOUN,mattino,quattro di il mattino stanotte mh eh,,,,Masc,,,Sing,,,,,
57:12,ADV,stanotte,di il mattino stanotte mh eh ne,,,,,,,,,,,,
57:13,INTJ,mh,il mattino stanotte mh eh ne fai,,,,,,,,,,,,
57:14,INTJ,eh,mattino stanotte mh eh ne fai una,,,,,,,,,,,,
57:15,PRON,ne,stanotte mh eh ne fai una di,Yes,,,,,,,,,Prs,,
57:16,VERB,fai,mh eh ne fai una di dodici,,,,,Ind,,Sing,2,,,Pres,Fin
57:17,DET,una,eh ne fai una di dodici ore,,,,Fem,,,Sing,,,Ind,,
57:18,ADP,di,ne fai una di dodici ore mh,,,,,,,,,,,,
57:19,NUM,dodici,fai una di dodici ore mh parlare,,,,,,Card,,,,,,
57:20,NOUN,ore,una di dodici ore mh parlare costantemente,,,,Fem,,,Plur,,,,,
57:21,INTJ,mh,di dodici ore mh parlare costantemente per,,,,,,,,,,,,
57:22,VERB,parlare,dodici ore mh parlare costantemente per dodici,,,,,,,,,,,,Inf
57:23,ADV,costantemente,ore mh parlare costantemente per dodici ore,,,,,,,,,,,,
57:24,ADP,per,mh parlare costantemente per dodici ore però,,,,,,,,,,,,
57:25,NUM,dodici,parlare costantemente per dodici ore però è,,,,,,Card,,,,,,
57:26,NOUN,ore,costantemente per dodici ore però è {P},,,,Fem,,,Plur,,,,,
57:27,CCONJ,però,per dodici ore però è {P} tosta,,,,,,,,,,,,
57:28,AUX,è,dodici ore però è {P} tosta eh,,,,,Ind,,Sing,3,,,Pres,Fin
57:29,X,{P},ore però è {P} tosta eh mh,,,,,,,,,,,,
57:30,ADJ,tosta,però è {P} tosta eh mh per,,,,Fem,,,Sing,,,,,
57:31,INTJ,eh,è {P} tosta eh mh per me,,,,,,,,,,,,
57:32,INTJ,mh,{P} tosta eh mh per me non,,,,,,,,,,,,
57:33,ADP,per,tosta eh mh per me non è,,,,,,,,,,,,
57:34,PRON,me,eh mh per me non è un,,,,,,,Sing,1,,Prs,,
57:35,ADV,non,mh per me non è un problema,,,,,,,,,,Neg,,
57:36,VERB,è,per me non è un problema,,,,,Ind,,Sing,3,,,Pres,Fin
57:37,DET,un,me non è un problema,,Ind,,Masc,,,Sing,,,Art,,
57:38,NOUN,problema,non è un problema,,,,Masc,,,Sing,,,,,
58:1,CCONJ,però,però voglio dire {ride},,,,,,,,,,,,
58:2,AUX,voglio,però voglio dire {ride} infatti,,,,,Ind,,Sing,1,,,Pres,Fin
58:3,VERB,dire,però voglio dire {ride} infatti {ride},,,,,,,,,,,,Inf
58:4,X,{ride},però voglio dire {ride} infatti {ride} {ride},,,,,,,,,,,,
58:5,ADV,infatti,voglio dire {ride} infatti {ride} {ride} {ride},,,,,,,,,,,,
58:6,X,{ride},dire {ride} infatti {ride} {ride} {ride} un,,,,,,,,,,,,
58:7,X,{ride},{ride} infatti {ride} {ride} {ride} un monologo,,,,,,,,,,,,
58:8,X,{ride},infatti {ride} {ride} {ride} un monologo di,,,,,,,,,,,,
58:9,DET,un,{ride} {ride} {ride} un monologo di andrea,,Ind,,Masc,,,Sing,,,Art,,
58:10,NOUN,monologo,{ride} {ride} un monologo di andrea verdi,,,,Masc,,,Sing,,,,,
58:11,ADP,di,{ride} un monologo di andrea verdi,,,,,,,,,,,,
58:12,PROPN,andrea,un monologo di andrea verdi,,,,,,,,,,,,
58:13,PROPN,verdi,monologo di andrea verdi,,,,,,,,,,,,
59:1,ADP,per,per dodici ore {ride},,,,,,,,,,,,
59:2,NUM,dodici,per dodici ore {ride},,,,,,Card,,,,,,
59:3,NOUN,ore,per dodici ore {ride},,,,Fem,,,Plur,,,,,
59:4,X,{ride},per dodici ore {ride},,,,,,,,,,,,
60:1,INTJ,mh,mh mh dopo c',,,,,,,,,,,,
60:2,INTJ,mh,mh mh dopo c' è,,,,,,,,,,,,
60:3,ADV,dopo,mh mh dopo c' è chi,,,,,,,,,,,,
60:4,PRON,c',mh mh dopo c' è chi te,Yes,,,,,,Plur,1,,Prs,,
60:5,VERB,è,mh dopo c' è chi te lo,,,,,Ind,,Sing,3,,,Pres,Fin
60:6,PRON,chi,dopo c' è chi te lo controlla,,,,,,,,,,Rel,,
60:7,PRON,te,c' è chi te lo controlla,Yes,,,,,,Sing,2,,Prs,,
60:8,PRON,lo,è chi te lo controlla,Yes,,,Masc,,,Sing,3,,Prs,,
60:9,VERB,controlla,chi te lo controlla,,,,,Ind,,Sing,3,,,Pres,Fin
61:1,ADV,ovviamente,ovviamente sì,,,,,,,,,,,,
61:2,INTJ,sì,ovviamente sì,,,,,,,,,,,,
62:1,CCONJ,cioè,cioè ascolta prima l',,,,,,,,,,,,
62:2,VERB,ascolta,cioè ascolta prima l' audio,,,,,Ind,,Sing,3,,,Pres,Fin
62:3,ADV,prima,cioè ascolta prima l' audio,,,,,,,,,,,,
62:4,DET,l',cioè ascolta prima l' audio,,Def,,,,,Sing,,,Art,,
62:5,NOUN,audio,ascolta prima l' audio,,,,Fem,,,,,,,,
63:1,ADV,poi,poi vede se sì,,,,,,,,,,,,
63:2,VERB,vede,poi vede se sì cioè,,,,,Ind,,Sing,3,,,Pres,Fin
63:3,SCONJ,se,poi vede se sì cioè guarda,,,,,,,,,,,,
63:4,INTJ,sì,poi vede se sì cioè guarda in,,,,,,,,,,,,
63:5,CCONJ,cioè,vede se sì cioè guarda in un,,,,,,,,,,,,
63:6,VERB,guarda,se sì cioè guarda in un software,,,,,Imp,,Sing,2,,,Pres,Fin
63:7,ADP,in,sì cioè guarda in un software,,,,,,,,,,,,
63:8,DET,un,cioè guarda in un software,,Ind,,Masc,,,Sing,,,Art,,
63:9,NOUN,software,guarda in un software,,,,Masc,,,,,,,,
64:1,VERB,vede,vede cioè sopra tipo,,,,,Ind,,Sing,3,,,Pres,Fin
64:2,CCONJ,cioè,vede cioè sopra tipo vedi,,,,,,,,,,,,
64:3,ADV,sopra,vede cioè sopra tipo vedi proprio,,,,,,,,,,,,
64:4,NOUN,tipo,vede cioè sopra tipo vedi proprio l',,,,Masc,,,Sing,,,,,
64:5,VERB,vedi,cioè sopra tipo vedi proprio l' onda,,,,,Imp,,Sing,2,,,Pres,Fin
64:6,ADV,proprio,sopra tipo vedi proprio l' onda audio,,,,,,,,,,,,
64:7,DET,l',tipo vedi proprio l' onda audio non,,Def,,,,,Sing,,,Art,,
64:8,NOUN,onda,vedi proprio l' onda audio non so,,,,Fem,,,Sing,,,,,
64:9,NOUN,audio,proprio l' onda audio non so se,,,,,,,,,,,,
64:10,ADV,non,l' onda audio non so se hai,,,,,,,,,,Neg,,
64:11,VERB,so,onda audio non so se hai presente,,,,,Ind,,Sing,1,,,Pres,Fin
64:12,SCONJ,se,audio non so se hai presente mh,,,,,,,,,,,,
64:13,VERB,hai,non so se hai presente mh mh,,,,,Ind,,Sing,2,,,Pres,Fin
64:14,ADJ,presente,so se hai presente mh mh eh,,,,,,,Sing,,,,,
64:15,INTJ,mh,se hai presente mh mh eh mh,,,,,,,,,,,,
64:16,INTJ,mh,hai presente mh mh eh mh e,,,,,,,,,,,,
64:17,INTJ,eh,presente mh mh eh mh e sotto,,,,,,,,,,,,
64:18,INTJ,mh,mh mh eh mh e sotto ci,,,,,,,,,,,,
64:19,CCONJ,e,mh eh mh e sotto ci sono,,,,,,,,,,,,
64:20,ADV,sotto,eh mh e sotto ci sono i,,,,,,,,,,,,
64:21,PRON,ci,mh e sotto ci sono i vari,Yes,,,,,,Plur,1,,Prs,,
64:22,VERB,sono,e sotto ci sono i vari segmenti,,,,,Ind,,Plur,3,,,Pres,Fin
64:23,DET,i,sotto ci sono i vari segmenti che,,Def,,Masc,,,Plur,,,Art,,
64:24,DET,vari,ci sono i vari segmenti che tu,,,,,,,,,,Ind,,
64:25,NOUN,segmenti,sono i vari segmenti che tu crei,,,,Masc,,,Plur,,,,,
64:26,SCONJ,che,i vari segmenti che tu crei per,,,,,,,,,,Rel,,
64:27,PRON,tu,vari segmenti che tu crei per sincronizzare,,,,,,,Sing,2,,Prs,,
64:28,VERB,crei,segmenti che tu crei per sincronizzare {P},,,,,Imp,,Sing,3,,,Pres,Fin
64:29,ADP,per,che tu crei per sincronizzare {P} il,,,,,,,,,,,,
64:30,VERB,sincronizzare,tu crei per sincronizzare {P} il testo,,,,,,,,,,,,Inf
64:31,X,{P},crei per sincronizzare {P} il testo scritto,,,,,,,,,,,,
64:32,DET,il,per sincronizzare {P} il testo scritto a,,Def,,Masc,,,Sing,,,Art,,
64:33,NOUN,testo,sincronizzare {P} il testo scritto a l',,,,Masc,,,Sing,,,,,
64:34,VERB,scritto,{P} il testo scritto a l' audio,,,,Masc,,,Sing,,,,Past,Part
64:35,ADP,a,il testo scritto a l' audio,,,,,,,,,,,,
64:36,DET,l',testo scritto a l' audio,,Def,,,,,Sing,,,Art,,
64:37,NOUN,audio,scritto a l' audio,,,,Masc,,,,,,,,
65:1,INTJ,mh,mh mh e x,,,,,,,,,,,,
65:2,INTJ,mh,mh mh e x se,,,,,,,,,,,,
65:3,CCONJ,e,mh mh e x se corrisponde,,,,,,,,,,,,
65:4,X,x,mh mh e x se corrisponde mh,,,,,,,,,,,,
65:5,SCONJ,se,mh e x se corrisponde mh eh,,,,,,,,,,,,
65:6,VERB,corrisponde,e x se corrisponde mh eh,,,,,Ind,,Sing,3,,,Pres,Fin
65:7,INTJ,mh,x se corrisponde mh eh,,,,,,,,,,,,
65:8,INTJ,eh,se corrisponde mh eh,,,,,,,,,,,,
66:1,NOUN,tipo,tipo un errore che,,,,,Ind,,Sing,1,,,Pres,Fin
66:2,DET,un,tipo un errore che ho,,Ind,,Masc,,,Sing,,,Art,,
66:3,NOUN,errore,tipo un errore che ho fatto,,,,Masc,,,Sing,,,,,
66:4,PRON,che,tipo un errore che ho fatto spesso,,,,,,,,,,Rel,,
66:5,AUX,ho,un errore che ho fatto spesso è,,,,,Ind,,Sing,1,,,Pres,Fin
66:6,VERB,fatto,errore che ho fatto spesso è tipo,,,,Masc,,,Sing,,,,Past,Part
66:7,ADV,spesso,che ho fatto spesso è tipo devo,,,,,,,,,,,,
66:8,AUX,è,ho fatto spesso è tipo devo segnare,,,,,Ind,,Sing,3,,,Pres,Fin
66:9,NOUN,tipo,fatto spesso è tipo devo segnare le,,,,Masc,,,Sing,,,,,
66:10,AUX,devo,spesso è tipo devo segnare le sovrapposizioni,,,,,Ind,,Sing,1,,,Pres,Fin
66:11,VERB,segnare,è tipo devo segnare le sovrapposizioni,,,,,,,,,,,,Inf
66:12,DET,le,tipo devo segnare le sovrapposizioni,,Def,,Fem,,,Plur,,,Art,,
66:13,NOUN,sovrapposizioni,devo segnare le sovrapposizioni,,,,Fem,,,Plur,,,,,
67:1,SCONJ,quando,quando si parlano sopra,,,,,,,,,,,,
67:2,PRON,si,quando si parlano sopra ah,Yes,,,,,,,3,,Prs,,
67:3,VERB,parlano,quando si parlano sopra ah okay,,,,,Ind,,Plur,3,,,Pres,Fin
67:4,ADV,sopra,quando si parlano sopra ah okay,,,,,,,,,,,,
67:5,INTJ,ah,si parlano sopra ah okay,,,,,,,,,,,,
67:6,INTJ,okay,parlano sopra ah okay,,,,,,,,,,,,
68:1,AUX,devi,devi mettere delle parentesi,,,,,Ind,,Sing,2,,,Pres,Fin
68:2,VERB,mettere,devi mettere delle parentesi quadre,,,,,,,,,,,,Inf
68:3,DET,delle,devi mettere delle parentesi quadre intorno,,Ind,,Fem,,,Plur,,,Art,,
68:4,NOUN,parentesi,devi mettere delle parentesi quadre intorno a,,,,Fem,,,,,,,,
68:5,ADJ,quadre,mettere delle parentesi quadre intorno a le,,,,Fem,,,Plur,,,,,
68:6,ADV,intorno,delle parentesi quadre intorno a le parole,,,,,,,,,,,,
68:7,ADP,a,parentesi quadre intorno a le parole ah,,,,,,,,,,,,
68:8,DET,le,quadre intorno a le parole ah okay,,Def,,Fem,,,Plur,,,Art,,
68:9,NOUN,parole,intorno a le parole ah okay che,,,,Fem,,,Plur,,,,,
68:10,INTJ,ah,a le parole ah okay che si,,,,,,,,,,,,
68:11,INTJ,okay,le parole ah okay che si sovrappongono,,,,,,,,,,,,
68:12,SCONJ,che,parole ah okay che si sovrappongono come,,,,,,,,,,Rel,,
68:13,PRON,si,ah okay che si sovrappongono come in,Yes,,,,,,,3,,Prs,,
68:14,VERB,sovrappongono,okay che si sovrappongono come in i,,,,,Ind,,Plur,3,,,Pres,Fin
68:15,ADV,come,che si sovrappongono come in i sottotitoli,,,,,,,,,,,,
68:16,ADP,in,si sovrappongono come in i sottotitoli,,,,,,,,,,,,
68:17,DET,i,sovrappongono come in i sottotitoli,,Def,,Masc,,,Plur,,,Art,,
68:18,NOUN,sottotitoli,come in i sottotitoli,,,,Masc,,,Plur,,,,,
69:1,ADJ,esatto,esatto infatti io {P},,,,Masc,,,Sing,,,,,
69:2,ADV,infatti,esatto infatti io {P} sto,,,,,,,,,,,,
69:3,PRON,io,esatto infatti io {P} sto,,,,,,,Sing,1,,Prs,,
69:4,X,{P},esatto infatti io {P} sto,,,,,,,,,,,,
69:5,VERB,sto,infatti io {P} sto,,,,,Ind,,Sing,1,,,Pres,Fin
70:1,ADV,infatti,infatti te potresti fare,,,,,,,,,,,,
70:2,PRON,te,infatti te potresti fare il,Yes,,,,,,Sing,2,,Prs,,
70:3,AUX,potresti,infatti te potresti fare il sottoxx,,,,,Cnd,,Sing,2,,,Pres,Fin
70:4,VERB,fare,infatti te potresti fare il sottoxx quello,,,,,,,,,,,,Inf
70:5,DET,il,te potresti fare il sottoxx quello che,,Def,,Masc,,,Sing,,,Art,,
70:6,NOUN,sottoxx,potresti fare il sottoxx quello che fa,,,,Fem,,,,,,,,
70:7,PRON,quello,fare il sottoxx quello che fa i,,,,Masc,,,Sing,,,Dem,,
70:8,SCONJ,che,il sottoxx quello che fa i sottotitoli,,,,,,,,,,Rel,,
70:9,VERB,fa,sottoxx quello che fa i sottotitoli,,,,,Ind,,Sing,3,,,Pres,Fin
70:10,DET,i,quello che fa i sottotitoli,,Def,,Masc,,,Plur,,,Art,,
70:11,NOUN,sottotitoli,che fa i sottotitoli,,,,Masc,,,Plur,,,,,
71:1,NOUN,sottotitolatore,sottotitolatore pure te mh,,,,Masc,,,Sing,,,,,
71:2,ADV,pure,sottotitolatore pure te mh boh,,,,,,,,,,,,
71:3,PRON,te,sottotitolatore pure te mh boh,Yes,,,,,,Sing,2,,Prs,,
71:4,INTJ,mh,sottotitolatore pure te mh boh,,,,,,,,,,,,
71:5,INTJ,boh,pure te mh boh,,,,,,,,,,,,
72:1,VERB,vedendo,vedendo vedendo le trascrizioni,,,,,,,,,,,,Ger
72:2,VERB,vedendo,vedendo vedendo le trascrizioni d',,,,,,,,,,,,Ger
72:3,DET,le,vedendo vedendo le trascrizioni d' inglese,,Def,,Fem,,,Plur,,,Art,,
72:4,NOUN,trascrizioni,vedendo vedendo le trascrizioni d' inglese le,,,,Fem,,,Plur,,,,,
72:5,ADP,d',vedendo le trascrizioni d' inglese le translation,,,,,,,,,,,,
72:6,NOUN,inglese,le trascrizioni d' inglese le translation eh,,,,,,,Sing,,,,,
72:7,DET,le,trascrizioni d' inglese le translation eh {ride},,Def,,Fem,,,Plur,,,Art,,
72:8,NOUN,translation,d' inglese le translation eh {ride} sì,,,,,,,,,,,,
72:9,INTJ,eh,inglese le translation eh {ride} sì sì,,,,,,,,,,,,
72:10,X,{ride},le translation eh {ride} sì sì è,,,,,,,,,,,,
72:11,INTJ,sì,translation eh {ride} sì sì è un,,,,,,,,,,,,
72:12,INTJ,sì,eh {ride} sì sì è un software,,,,,,,,,,,,
72:13,AUX,è,{ride} sì sì è un software,,,,,Ind,,Sing,3,,,Pres,Fin
72:14,DET,un,sì sì è un software,,Ind,,Masc,,,Sing,,,Art,,
72:15,NOUN,software,sì è un software,,,,Masc,,,,,,,,
73:1,INTJ,vabbè,vabbè x fai con,,,,,,,,,,,,
73:2,X,x,vabbè x fai con calma,,,,,,,,,,,,
73:3,VERB,fai,vabbè x fai con calma,,,,,Ind,,Sing,2,,,Pres,Fin
73:4,ADP,con,vabbè x fai con calma,,,,,,,,,,,,
73:5,NOUN,calma,x fai con calma,,,,Fem,,,Sing,,,,,
74:1,INTJ,mh,mh eh fai con,,,,,,,,,,,,
74:2,INTJ,eh,mh eh fai con calma,,,,,,,,,,,,
74:3,VERB,fai,mh eh fai con calma sottitoli,,,,,Ind,,Sing,2,,,Pres,Fin
74:4,ADP,con,mh eh fai con calma sottitoli in,,,,,,,,,,,,
74:5,NOUN,calma,eh fai con calma sottitoli in inglese,,,,Fem,,,Sing,,,,,
74:6,NOUN,sottitoli,fai con calma sottitoli in inglese magari,,,,,,,Plur,,,,,
74:7,ADP,in,con calma sottitoli in inglese magari mh,,,,,,,,,,,,
74:8,NOUN,inglese,calma sottitoli in inglese magari mh no,,,,,,,Sing,,,,,
74:9,ADV,magari,sottitoli in inglese magari mh no,,,,,,,,,,,,
74:10,INTJ,mh,in inglese magari mh no,,,,,,,,,,,,
74:11,INTJ,no,inglese magari mh no,,,,,,,,,,,,
75:1,ADV,infatti,infatti il software è,,,,,,,,,,,,
75:2,DET,il,infatti il software è lo,,Def,,Masc,,,Sing,,,Art,,
75:3,NOUN,software,infatti il software è lo stesso,,,,Masc,,,,,,,,
75:4,VERB,è,infatti il software è lo stesso,,,,,Ind,,Sing,3,,,Pres,Fin
75:5,DET,lo,il software è lo stesso,,Def,,Masc,,,Sing,,,Art,,
75:6,PRON,stesso,software è lo stesso,,,,Masc,,,Sing,,,Dem,,
76:1,ADV,cioè,cioè in il senso,,,,,,,,,,,,
76:2,ADP,in,cioè in il senso che,,,,,,,,,,,,
76:3,DET,il,cioè in il senso che eh,,Def,,Masc,,,Sing,,,Art,,
76:4,NOUN,senso,cioè in il senso che eh questo,,,,Masc,,,Sing,,,,,
76:5,SCONJ,che,in il senso che eh questo che,,,,,,,,,,Rel,,
76:6,INTJ,eh,il senso che eh questo che uso,,,,,,,,,,,,
76:7,PRON,questo,senso che eh questo che uso io,,,,Masc,,,Sing,,,Dem,,
76:8,PRON,che,che eh questo che uso io è,,,,,,,,,,Rel,,
76:9,VERB,uso,eh questo che uso io è usato,,,,,Ind,,Sing,1,,,Pres,Fin
76:10,PRON,io,questo che uso io è usato anche,,,,,,,Sing,1,,Prs,,
76:11,AUX,è,che uso io è usato anche per,,,,,Ind,,Sing,3,,,Pres,Fin
76:12,VERB,usato,uso io è usato anche per i,,,,Masc,,,Sing,,,,Past,Part
76:13,ADV,anche,io è usato anche per i sottotitoli,,,,,,,,,,,,
76:14,ADP,per,è usato anche per i sottotitoli dopo,,,,,,,,,,,,
76:15,DET,i,usato anche per i sottotitoli dopo lì,,Def,,Masc,,,Plur,,,Art,,
76:16,NOUN,sottotitoli,anche per i sottotitoli dopo lì in,,,,Masc,,,Plur,,,,,
76:17,ADV,dopo,per i sottotitoli dopo lì in quel,,,,,,,,,,,,
76:18,ADV,lì,i sottotitoli dopo lì in quel caso,,,,Fem,,,,,,,,
76:19,ADP,in,sottotitoli dopo lì in quel caso hai,,,,,,,,,,,,
76:20,DET,quel,dopo lì in quel caso hai già,,,,,,,,,,Dem,,
76:21,NOUN,caso,lì in quel caso hai già alcune,,,,Masc,,,Sing,,,,,
76:22,VERB,hai,in quel caso hai già alcune pugnette,,,,,Ind,,Sing,2,,,Pres,Fin
76:23,ADV,già,quel caso hai già alcune pugnette diverse,,,,,,,,,,,,
76:24,DET,alcune,caso hai già alcune pugnette diverse,,,,,,,,,,Ind,,
76:25,NOUN,pugnette,hai già alcune pugnette diverse,,,,Fem,,,Plur,,,,,
76:26,ADJ,diverse,già alcune pugnette diverse,,,,,,,,,,Ind,,
77:1,ADP,dopo,dopo però i sottotitoli,,,,,,,,,,,,
77:2,CCONJ,però,dopo però i sottotitoli c',,,,,,,,,,,,
77:3,DET,i,dopo però i sottotitoli c' hai,,Def,,Masc,,,Plur,,,Art,,
77:4,NOUN,sottotitoli,dopo però i sottotitoli c' hai anche,,,,Masc,,,Plur,,,,,
77:5,PRON,c',però i sottotitoli c' hai anche no,Yes,,,,,,Plur,1,,Prs,,
77:6,VERB,hai,i sottotitoli c' hai anche no i,,,,,Ind,,Sing,2,,,Pres,Fin
77:7,ADV,anche,sottotitoli c' hai anche no i sottotitoli,,,,,,,,,,,,
77:8,INTJ,no,c' hai anche no i sottotitoli,,,,,,,,,,,,
77:9,DET,i,hai anche no i sottotitoli,,Def,,Masc,,,Plur,,,Art,,
77:10,NOUN,sottotitoli,anche no i sottotitoli,,,,Masc,,,Plur,,,,,
78:1,VERB,scherzavo,scherzavo quello è il,,,,,Ind,,Sing,1,,,Imp,Fin
78:2,PRON,quello,scherzavo quello è il doppiaggio,,,,Masc,,,Sing,,,Dem,,
78:3,VERB,è,scherzavo quello è il doppiaggio,,,,,Ind,,Sing,3,,,Pres,Fin
78:4,DET,il,scherzavo quello è il doppiaggio,,Def,,Masc,,,Sing,,,Art,,
78:5,NOUN,doppiaggio,quello è il doppiaggio,,,,Masc,,,Sing,,,,,
79:1,CCONJ,cioè,cioè il problema di,,,,,,,,,,,,
79:2,DET,il,cioè il problema di la,,Def,,Masc,,,Sing,,,Art,,
79:3,NOUN,problema,cioè il problema di la bocca,,,,Masc,,,Sing,,,,,
79:4,ADP,di,cioè il problema di la bocca,,,,,,,,,,,,
79:5,DET,la,il problema di la bocca,,Def,,Fem,,,Sing,,,Art,,
79:6,NOUN,bocca,problema di la bocca,,,,Fem,,,Sing,,,,,
80:1,INTJ,mh,mh mh mh quelli,,,,,,,,,,,,
80:2,INTJ,mh,mh mh mh quelli,,,,,,,,,,,,
80:3,INTJ,mh,mh mh mh quelli,,,,,,,,,,,,
80:4,PRON,quelli,mh mh mh quelli,,,,Masc,,,Plur,,,Dem,,
81:1,DET,il,il problema è che,,Def,,Masc,,,Sing,,,Art,,
81:2,NOUN,problema,il problema è che a,,,,Masc,,,Sing,,,,,
81:3,VERB,è,il problema è che a volte,,,,,Ind,,Sing,3,,,Pres,Fin
81:4,SCONJ,che,il problema è che a volte cioè,,,,,,,,,,,,
81:5,ADP,a,problema è che a volte cioè più,,,,,,,,,,,,
81:6,NOUN,volte,è che a volte cioè più che,,,,Fem,,,Plur,,,,,
81:7,CCONJ,cioè,che a volte cioè più che altro,,,,,,,,,,,,
81:8,ADV,più,a volte cioè più che altro per,,,,,,,,,,,,
81:9,ADP,che,volte cioè più che altro per la,,,,,,,,,,,,
